id,Comment,Classes,ner_text,ner_comments,Class_Value
681,encourage marvin get used debugging since itpart coding ,Very Poor,,,2
683,katumba write simple php script make sm integration using php well push code remote repository github ,Very Poor,,,2
684,indicated progress task assigned intern week 2 reviewed acknowledged ,Very Poor,week 2,week 2,2
685,martha successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,"martha, next 4 month","martha, next 4 month",2
686,edwin successfully debugged error heprogressing well ,Very Poor,edwin,edwin,2
688,catherine managed deploy messaging app online accessed anyone connected internet ,Very Poor,catherine,catherine,2
689,encourage warid learn deal coding error ,Very Poor,,,2
692,successfully deployed messaging app online accessed one connected internet offer valid 4 month ,Very Poor,4 month,4 month,2
693,dauglas successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,next 4 month,next 4 month,2
696,coding debugging inseparable soencourage kenneth get used debugging ,Very Poor,,,2
697,progressive report activity hand ,Very Poor,,,2
698,guloba learned set apache2 php mysql server phpmyadmin remote server set updns cpanel domain able install ssl certificate certbot letencrypt ,Very Poor,"guloba, apache2","guloba, apache2",2
699,encourage elijah upgrade machine handle heavy task ,Very Poor,,,2
700,thank viola staying focused project progress whenever notice isleadership vacuum group please step forward least askguiding question keep fire burning group rather sliding deafening silence please read use case whatsapp business api app business used ,Very Poor,,,2
701,collins successfully deployed messaging app online accessed anyone connected internet also entitled tofree hosting server domain next 4 month ,Very Poor,next 4 month,next 4 month,2
702,satisfied progress made considering short period time convinces data wrangling isnatural skill inquiry regular communication kept date progress important working remotely looking ahead data analysis especially gps data ,Very Poor,,,2
703,commend racheal providing leadership encouragement team ought stop reading javascript php importantly try master object oriented programming paradigm apply project part writing php especiallyremind check php standard recommendation share team member ,Very Poor,,,2
705,advised spare sometime task hand ,Very Poor,,,2
706,thank sharifa staying focused committed project please always lead absent delegate leadership task another person avoid creatingleadership vacuum perceiving aschallenge one revisit initial requirement whatsapp business api application complementary neither supposed used assubstitute going forward read different use case people applied widen appreciation usage scope ,Very Poor,"sharifa staying, one","sharifa staying, one",2
707,encourage nuhu get used debugging error since debugging coding inseparable ,Very Poor,,,2
708,kabiito write php mysql also deploy code onlive remote server github sendsimple sm php using africastalking api also read data user using html form ,Very Poor,kabiito,kabiito,2
709,disciplined committed always interested learning new thing ,Very Poor,,,2
710,mr joshua isquick learner already synchronized well technical team running debugging live mobile application web application well exercised communication training week allowing interact customersbelieve promising progress internship ,Very Poor,joshua isquick learner,joshua isquick learner,2
711,try explore account tool appreciate process flow finance mi ,Very Poor,,,2
712,second week musumbainternship place regardless remote nature placement didnrequirelot supervision finish work timely consistent take message writes correspondence needed doinggreat job u third week internship good service ,Very Poor,,,2
713,thank andrew continuing display diligence focusadvise categorical reporting task instead simply referring scrum sprint help good synchronise reporting happens daily scrum ,Very Poor,"andrew continuing, daily","andrew continuing, daily",2
714,succeeded coding functionality information system design ,Very Poor,,,2
715,encourage daniel get used debugging error since debugging inseparable coding whenever power stable make use recording also contact lead developer incase challenge ,Very Poor,,,2
716,encourage emmily always consult lead developer incase coding challenge power interruption ,Very Poor,,,2
718,1 indicated progress task assigned intern week 2 reviewed acknowledged 2 challenge encountered intern change requirement discussed scope assignment accomplish internship agreed upon ,Very Poor,"1, week 2, 2","1, week 2, 2",2
719,collaborative work system development well website work ,Very Poor,,,2
720,computer technical issue skill wise progressed ,Very Poor,,,2
721,raymond successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,"raymond successfully, next 4 month","raymond successfully, next 4 month",2
723,pamella successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,next 4 month,next 4 month,2
724,creategithub student pack account create instance pontoon play around keep working ,Very Poor,,,2
725,quick learning student self motivated ,Very Poor,,,2
728,preliminary eda given dataset converted andam able follow progress githubam impressed quickly interpreted documentation regular contact update progress madelook forward seeing handle complex data type like gps furthers analysis ,Very Poor,preliminary eda,preliminary eda,2
729,active student andquick learner ,Very Poor,,,2
730,thank shivan remaining focuseddo fully understand challenge limited consultation groundssuggest contact throw light please read object oriented programming php adopt writing code ,Very Poor,,,2
732,xavier successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,next 4 month,next 4 month,2
734,kamugisha learned write sm notification php still small problem writing mysql script ,Very Poor,kamugisha,kamugisha,2
735,derrick understands basic php write php mysqli script work database read data user using html form ,Very Poor,,,2
736,rafusanjani understand php mysqli receive data user pas php us php manipulate using mysql database also sendshort sm using php supported africastalking man also learnt push code hithub deploy remote server ,Very Poor,rafusanjani,rafusanjani,2
737,emmanuel successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,next 4 month,next 4 month,2
739,managed talk via whatsapp student could get time show list code good ,Very Poor,,,2
740,kimuli write php mysql code push github deploy remote server read data user using html connect load cs file html page work good understands basic php ,Very Poor,kimuli write php,kimuli write php,2
743,deploy code fromgithub repository toremote server ,Very Poor,,,2
744,student able create custom doctypes modify existing one fit business application ,Very Poor,,,2
746,magembe able push code github still hasproblem php mysql deploying code remote server ,Very Poor,,,2
747,dyson receive data user using html form submits php us php mysqli query manipulate starting understand php mysql push code github repository hasproblem deploying remote server ,Very Poor,,,2
748,louisa successfully deployed messaging app online accessed anyone internet also entitled tofree hosting server domain next 4 month ,Very Poor,next 4 month,next 4 month,2
749,progressive amidst network challenge ,Very Poor,,,2
750,isperson willing learn new technology good programming skill also challenge deliver expected ,Very Poor,isperson,isperson,2
751,jedidiahencourage continue reading even move coding week forget adhere language standard specified official standard guideline documentationcommend always taking initiative lead team leader available keep ,Very Poor,week,week,2
752,wor well done andam happy ,Very Poor,,,2
754,thank trevor effort teamefforts promising encouraging ,Very Poor,,,2
755,thank trevors diligence focus edge close end assignment please refer back scrum basic meet acceptance criterion set beginning especially last sprint ,Very Poor,,,2
756,using php mysqli derrick write real world application also integrate sm notification load bootstrap cs application support ui however yet familiar ussd application development ,Very Poor,,,2
759,thanks mariam staying committed even amidst drawback please spend time understanding anatomy wordpress woocommerce plugin knowledge going handy project grows since going much involved android development use opportunity understand wordpress woocommerce inside ,Very Poor,mariam,mariam,2
760,fahim manipulate mysql using php write sql command php mysql deploy ongithub repository also deploy code remote server github putty ,Very Poor,,,2
761,teddy learning ethical hacking self interest awaiting see use ,Very Poor,teddy learning ethical,teddy learning ethical,2
762,semata resolve api address dns zone write sql script php mysqli push code togithub repository still learn php mysql ,Very Poor,,,2
763,gerald familiar php mysql writesimple code php push github ,Very Poor,gerald familiar php,gerald familiar php,2
764,word press skill collaborative development achieved hence progressive yet take lead delivering ,Very Poor,,,2
765,thank nabil staying focused committed causeencourage always step provide leadership team leader present meetingsleadership vacuum healthy team read different use case business api app widen appreciation ,Very Poor,meetingsleadership vacuum,meetingsleadership vacuum,2
766,successfully deployed messaging app online accessed anyone connected internet ,Very Poor,,,2
768,coding error innevitableencourage lilian get used debugging also consult lead developer incase coding challenge ,Very Poor,,,2
769,phiona successfully deployed messaging app online accessed one connected internet ,Very Poor,phiona,phiona,2
770,challenged network inconsistent week ,Very Poor,challenged network inconsistent week,challenged network inconsistent week,2
771,technical knowledge issue resolved ,Very Poor,,,2
772,calvin successfully deployed messaging app online accessed one connected internet offer valid 4 month ,Very Poor,4 month,4 month,2
774,batale able write php mysqli script manipulate database make sense data ,Very Poor,batale,batale,2
775,kirya write php mysql script deploy server github also use php write sm notification learning isprocess ,Very Poor,,,2
776,thanks walter staying focused committed executing task handencourage read deployment php project server help devops colleague supplying detail need order project functioning well server ,Very Poor,,,2
778,meet 9th august 2021 u ass progress consolidate output ,Very Poor,9th august 2021,9th august 2021,2
779,continuation system hand group working able designwebsite ,Very Poor,,,2
781,database formulation supermarket system among key deliverable asgroup accomplished ,Very Poor,,,2
783,thank hillary providing leadership guidance teamencourage always check communicating intimely manneralso advise spend time understanding anatomy wordpress woocommerce plugin knowledge going become handy proceed project ,Very Poor,,,2
784,glad basic knowledge lan infrastructure great build onto helped make learning process fast credit effort love looking forward exposing tonew challenge power solution management coming week ,Very Poor,coming week,coming week,2
785,ipleased fast learnt variouspanel configuration task indeed proving fast learner also werenable training ups power solution hope exposed coming week ,Very Poor,coming week,coming week,2
786,exceptional work tablet provisioning keep commitment fast pace handling task ,Very Poor,,,2
788,module worked ,Very Poor,,,2
789,please continue working creating project pontoon system translator common voice great workm busy momentwill get back soon ,Very Poor,,,2
791,see comment four fiekd supervisor ,Very Poor,four,four,2
792,thank update however need clearly explain task example happened interview set interview carried interview etc explain becomes clear good job keep ,Very Poor,,,2
793,lucky execute sql command using php mysql meaning developing ability interact manipulate database usinggraphical user interface ,Very Poor,,,2
796,able handle website development week ,Very Poor,,,2
797,progressive task hand irrespective internet issue ,Very Poor,,,2
798,assignment student time helped company modify implementation methodology customization doctypes creation custom application use web form different module also impressive ,Very Poor,,,2
799,iann proactive managed accomplish next week task within week change asked make effected give time optimize experiment ,Very Poor,"next week, week","next week, week",2
800,write php mysqli script hasproblem formulating software process flawconnected teamviewer deploy file remote server gotproblem git ,Very Poor,,,2
803,impressed database structure need worklittle fast meet deadline good ,Very Poor,,,2
805,creative work finished week focus system development ,Very Poor,week,week,2
813,multitasking another characteristic saw alot week ,Very Poor,,,2
815,josephknowledge common image manipulation like blurring sharpening good enabled quickly understand adapt problem solved ,Very Poor,,,2
816,hepassionate networking making easy understand concept easily ,Very Poor,,,2
817,emmanuel able perform system update installed printer driver successfully ,Very Poor,,,2
818,challenged knowing word press ,Very Poor,,,2
821,work need done term providing user support window 10 otherwise solomon basic window 10 ,Very Poor,"10, 10","10, 10",2
824,completed integration api website tested establish usability informed bug fixed never le retested prove bug indeed working perfectly client happy particular feature showed one time member integratepayment system api part tasksgave establish leadership skill well ,Very Poor,one,one,2
826,thanks benadette diligence improved attitude week keep ,Very Poor,,,2
827,week task help intern get familiar problem working alvinunderstanding machine learning isgreat asset able quickly interpret concept upcoming task ,Very Poor,,,2
828,interested learning limited know exploration thing first week internship development team wassuccess ,Very Poor,first week,first week,2
829,progressive irrespective network challenge ,Very Poor,,,2
835,following colleague laptop also git since time discus project assignment accordingly ,Very Poor,,,2
836,thanks kenneth staying committed despite challengesencourage improve communication team supporting ,Very Poor,kenneth staying,kenneth staying,2
837,significant frontend fix well done ,Very Poor,,,2
838,interested learning limited know exploration thing first week internship development team wassuccess ,Very Poor,first week,first week,2
839,perfected command needed configure cisco router switch ,Very Poor,,,2
841,long respect sop put onmask sarah wonhave issue traffic officer ,Very Poor,,,2
843,collins met expectation week ,Very Poor,,,2
846,thanks alex positive attitude exhibited far essential professional personal development keep ,Very Poor,,,2
847,received spreadsheet please check presence non alphanumeric character ,Very Poor,,,2
850,student learnt troubleshoot diagnose recognise ram related problem incomputer remedy correct problem ,Very Poor,student learnt troubleshoot,student learnt troubleshoot,2
851,picking well havinggood team work spirit ,Very Poor,,,2
852,encourage resty upgrade machine ,Very Poor,,,2
854,togreat start fortunately major topic required taught university especially networking database management making easy progress ,Very Poor,,,2
855,encourage sandra get used debugging also upgrade machine ,Very Poor,,,2
857,hilda hadfew issue io command managed get ,Very Poor,,,2
858,dauglas successfully deployed messaging app online accessed one connected internet offer valid 4 month ,Very Poor,4 month,4 month,2
859,costumer user interface presented customer could use system successful ,Very Poor,,,2
863,katumba familiar basic php use write simple ussd application deploy code remote server github ,Very Poor,,,2
870,ismail learn go extra mile research internet new technology concept ,Very Poor,,,2
871,sometimes network issue innevitable soencourage samson make use recorded video importantly contact lead developer always ready help ,Very Poor,,,2
872,moses successfully set development enviroment mobile appalso encourage upgrade machine good user experience ,Very Poor,,,2
874,elijah get used debugging since itpart coding ,Very Poor,,,2
876,fast machine make work easy fordeveloper soencourage samuel upgrade laptop ,Very Poor,,,2
879,third week musumbainternship place regardless remote nature placement didnrequirelot supervision finish work timely consistent take message writes correspondence needed doinggreat job u ,Very Poor,third week,third week,2
881,impressed quickly learned use data analysis library forte front end developmentlook forward seeing use insight guide frontend api development data ,Very Poor,,,2
882,advised collate result questionnaire ,Very Poor,,,2
884,joanita obtained knowledge php also push code github repository ,Very Poor,,,2
885,thank priscilla progress made far keep spirit please cooperate colleague devops attache make sure commit push code server ,Very Poor,,,2
886,nsimbe push code github repository still learning basic php ,Very Poor,,,2
887,thank shivan progress registered week keep spirit progress assignment ,Very Poor,week,week,2
889,joshua perfected command needed configure dynamic default route router ,Very Poor,joshua perfected command needed,joshua perfected command needed,2
891,colleague collate questionnaire response ,Very Poor,,,2
892,always willing perform personal research hasspirit team work ,Very Poor,,,2
895,magembe getting familiar working web technology well deployment software production server ,Very Poor,,,2
897,task week mainly orient diana understanding data kind problem shall working andam satisfied eda conducted far interaction ,Very Poor,diana understanding,diana understanding,2
899,steadily progressing promising ,Very Poor,,,2
900,interested learning limited know exploration thing first week internship development team wassuccess ,Very Poor,first week,first week,2
901,research different data type function class c ,Very Poor,,,2
903,joshua extremely eager learn take new challenge several task week successfully administered joshua minimum supervision haveregistered excellent working ethic improvement week week generatedproject report mobvet designed developedproduct order form task listed progress evident thanks ,Very Poor,week week,week week,2
904,research onpublic private class ,Very Poor,,,2
905,sharon made quick work categorization data based different attribute dataset filter created help summarizing data also proactive constant consultation update ongoing work ,Very Poor,sharon,sharon,2
908,despite afew challenge sheprogressing well ,Very Poor,,,2
909,indicated progress task assigned intern week 3 reviewed acknowledged ,Very Poor,week 3,week 3,2
910,please specific task undertook rather saying undertook several task dataset used public would necessary provide link source initial project didnhave anything call log data water portability anything change along way ,Very Poor,,,2
914,rafusanjani writeussd application small experience ,Very Poor,rafusanjani,rafusanjani,2
915,coding error part coding ian get used debugging error ,Very Poor,ian,ian,2
917,easily adapt new technology ,Very Poor,,,2
919,thank sharifa leading team assignment please take note lesson learnt apply next assignment accordingly ,Very Poor,sharifa,sharifa,2
920,asingwire integrate sm application also write ussd application ,Very Poor,,,2
921,thank viola commitment resilienceencourage interact colleague share challenge facing learning writing code help ,Very Poor,,,2
922,using php mysqli kimuli writesimple ussd application integrates sm deploys onlive server github getting familiar technology ,Very Poor,,,2
924,derick use php mysql alongside africa stalking developedsimple ussd application ,Very Poor,africa,africa,2
925,using php bazaale write code sendsimple sm user ,Very Poor,,,2
928,able graphic web design work ,Very Poor,,,2
930,solution challenge student downloading video recorded support group ,Very Poor,,,2
931,well done able articulate programming environment even zoom ,Very Poor,,,2
933,ok well done ,Very Poor,,,2
934,give time understand well database design ,Very Poor,,,2
935,timothy set uplamp stack install apache2 php mysql server phpmyadmin onubuntu server secure sql server withpassword however learns slowly ,Very Poor,apache2,apache2,2
936,progressive irrespective slow internet ,Very Poor,,,2
937,using php mysql kirya writesimple ussd application support afrika stalking ,Very Poor,,,2
938,patricia writesimple sm ussd application supported php mysqli using africa stalking api push code remote repositoryguided make secure deployment succeeded ,Very Poor,africa,africa,2
939,company ,Very Poor,,,2
940,collaborative development using git hub waskey skill set learnt week ,Very Poor,,,2
941,began report finishing work hand ,Very Poor,,,2
942,multi tasked since multiple task hand ,Very Poor,,,2
944,kaweesi gotgood introduction working web file connect asset properly also acquired basic knowledge working php also deploy code onremote server github ,Very Poor,kaweesi gotgood,kaweesi gotgood,2
948,studentappreciation positive regard web hook technology asmeans updatingsecondary platform event occurring reference platform ,Very Poor,asmeans,asmeans,2
949,thank hillary keeping fire burning please try encourage team member also move fast project fall behind schedule ,Very Poor,,,2
951,businge obtained knowledge working php mysql also write simple ussd sm application ,Very Poor,,,2
952,matia writesimple php application push code github still hasproblem ussd ,Very Poor,,,2
953,tuyizere set apache2 php secure php mysql server onubuntu remote vps obtained knowledge working cpanel connect remote server todns zone secure ssl certificate ,Very Poor,apache2,apache2,2
954,remote itc support usingteamviewer obtained knowledge php mysql push code togithub repository deploy remote secure server ,Very Poor,,,2
957,like challenge try different approach solvingproblem ,Very Poor,,,2
958,challenged laptop ,Very Poor,,,2
959,learnt collaborative development wasnew skillset ,Very Poor,learnt collaborative development wasnew,learnt collaborative development wasnew,2
960,keep positive attitude commitment jedidiah please engage colleague complete project within scheduled time ,Very Poor,,,2
961,fast learning new technology linux container erpnext frappejs impressive ,Very Poor,,,2
962,student taught use lxd lxc virtualization platform though isnew platform lot advantage comparedd docker ,Very Poor,,,2
963,student successfully completed assignment local instance erpnext platform noted backup pelican saas platform time instance student working migrated main platform ,Very Poor,,,2
964,bronsongrasp new technology really impressive effort web hook helped company change way implemented database driven event notification student lead developer payment gateway integration ,Very Poor,,,2
965,good work started well since pdf csv conversion incomplete okay move next week rest task wait week regard conversion split task 1 reading pdf text 2 formatting text 3 linking csv library 4 generating csv good luck ,Very Poor,"next week, week, 1, 2, 3, 4","next week, week, 1, 2, 3, 4",2
966,mayanja adrian performed well ecommerce analysis get insight help business perform good ,Very Poor,mayanja adrian,mayanja adrian,2
969,progressed crud ,Very Poor,,,2
971,micheal quite proactive solving issue come developing also take feedback positively last week fruitful able deliver do satisfactorily ,Very Poor,last week,last week,2
972,indicated progress task assigned intern week 3 reviewed completion acknowledged ,Very Poor,week 3,week 3,2
973,good progress racheal please organise team ensure commit push code seamlessly ,Very Poor,,,2
975,transport challengeencourage andrew plan movement abit early ,Very Poor,andrew plan movement,andrew plan movement,2
976,batale obtained knowledge working sm ussd using php mysql ,Very Poor,batale,batale,2
977,advised collate result colleague otherwise great work ,Very Poor,,,2
980,practice installing customizing theme excellent work ,Very Poor,,,2
981,done well andwas impressed ,Very Poor,,,2
982,encourage ssemuga always find time come stratcom practice incase challenge contact lead trainer ,Very Poor,,,2
983,take accountability everything done dependable ,Very Poor,,,2
984,thank mariam hanging please keep spirit try move fast ,Very Poor,mariam,mariam,2
986,thank nabil active member team course assignment please take note lesson going second assignment ,Very Poor,"nabil, second","nabil, second",2
987,week challenging considered progressive becauselooked work coped others ,Very Poor,week,week,2
989,impressed selected deployment strategy model iann went existing simple framework opposed building new interface scratch isvery good testing making rapid change interface model lightly coupled ,Very Poor,,,2
990,multitasked well activity hand ,Very Poor,,,2
992,progressive collaborative development ,Very Poor,,,2
993,timothy challenge coding backend however initiative researched online solution able resolve challenge since working remotely due covid19 point team member finished required task contributing codeam sacrificed ability work asteam member andleader howeverhad noticed came location challenge dressing code befitting corporate cultureasked come discus project progress one one took time advice improve dress code ,Very Poor,"timothy challenge, one one","timothy challenge, one one",2
994,need work otherwise shown great agility resilience pressure interpersonal skill also getting good ,Very Poor,,,2
995,thanks viola keep spirit wind assignment move next one ,Very Poor,,,2
996,challenged computerram disk capacity ,Very Poor,,,2
997,thank ryan diligence focus please keep ,Very Poor,ryan diligence,ryan diligence,2
999,benadetteencourage review solution design document second project carefully proceed development ,Very Poor,second,second,2
1000,geofrey obtained knowledge making payment integration php j html mysqli therefore enable customer pay online ,Very Poor,geofrey,geofrey,2
1002,magembe writesimple sm ussd application using africa stalking api also deploy code remote server learning isprocess ,Very Poor,africa,africa,2
1005,student successfully mastered interface graphic design software ,Very Poor,,,2
1008,thank zaharah effort assignmentencourage cooperate team colleague synchronise work good performance asteam attain project objective ,Very Poor,,,2
1010,week wound solomon exhibited impressive skill handling issue arising organizationprinters scanner photocopier please maintain ,Very Poor,,,2
1012,hard working ,Very Poor,,,2
1013,paul isself driven individual provided great service new norad project ledteam 4 people splitting task web site able quickly learn new framework importantly deliver quality work ,Very Poor,"norad, 4","norad, 4",2
1014,take accountability everything done dependable ,Very Poor,,,2
1016,making steady progress session start time none missed far keep ,Very Poor,,,2
1017,ronald doesnneed internet complete networking tasksencourage use networking equipment stratcom practice ,Very Poor,ronald doesnneed,ronald doesnneed,2
1018,steven perfected command needed activate routing protocol layer 3 device well ,Very Poor,3,3,2
1019,resty successfully set database enviroment mobile appencourage upgrade machine ,Very Poor,,,2
1022,encourage hilda practice cisco io command using simulation software called packet tracer whenever time free come stratcom use set configure networking device ,Very Poor,,,2
1026,still need improve coding capability nevertheless work completed ,Very Poor,,,2
1028,strong well fused soldering bead created student using soldering gun student demonstrated proper use reading ofdigital multimeter ,Very Poor,,,2
1029,working prediction analysis walmart datasets takeslot detailing happy contribution ,Very Poor,,,2
1030,chrispus successfully set database enviroment mobile appalso encourage get used debugging error since innevitable ,Very Poor,,,2
1031,lubega nabunjeshowlot promise work really focused andm happy commitment dedication put project ,Very Poor,lubega,lubega,2
1032,willing take responsibility self driven ,Very Poor,,,2
1033,matia acquired knowledge integration payment web system using php j html ,Very Poor,,,2
1034,basic filtering function group data across different datasets done reviewed hadlot conversation handle gps data used enrich dataset description ,Very Poor,,,2
1035,flexible easily adapts new skill thing ,Very Poor,,,2
1036,work done time ,Very Poor,,,2
1037,aspiring developer hate coding error mariam whatever debugging code run ,Very Poor,mariam,mariam,2
1038,lucky write simple ussd sm application also make mobile money card integration using flutterwave php html j level writecomplete project deploy onsecure live server ,Very Poor,,,2
1039,first set visualization data completed ismajor milestone internship visualization serve asguide developing endpoint web dashboard handle member team ,Very Poor,first,first,2
1046,incase internet connectivity issuesencourage francis make use recording also free contact lead developer help time ,Very Poor,,,2
1049,charlotte perfected command needed activate enable interior gateway routing protocol layer 3 device ,Very Poor,"charlotte perfected command needed, 3","charlotte perfected command needed, 3",2
1050,martha get used debugging error since itpart coding ,Very Poor,martha,martha,2
1052,kenneth knowledge writing ussd sm application php mysqli supported africa stalking api ,Very Poor,kenneth knowledge,kenneth knowledge,2
1053,kenneth acquired knowledge writingpayment integration inweb system integrate mtn airtel mobile money well paypal card using php mysqli html j ,Very Poor,,,2
1054,shedoing great ,Very Poor,,,2
1055,advised preparepresentation team basic sketch ,Very Poor,,,2
1059,task worked part initial plan anything change ,Very Poor,,,2
1061,satisfied serialization data backend specifically auto formatting model field type native format simplifies use data end application ,Very Poor,,,2
1062,time rogers distracted motivated enough fully concentrateencourage focus task hand aside managed complete weektask setting database enviroment delivery app ,Very Poor,,,2
1066,thanks priscilla remaining committed persistent please interact team member complete project time ,Very Poor,,,2
1067,katumba acquired knowledge integrating mobile money credit card payment intoweb system using mysqli php html j ,Very Poor,,,2
1068,collins met expectation week ,Very Poor,,,2
1069,slow computer frustratedeveloper soencourage mwesigwa upgrade machine ,Very Poor,,,2
1070,samson successfully deployed messaging app online accessed one connected internet offer valid 4 month ,Very Poor,4 month,4 month,2
1071,samuel get used debugging since itpart coding ,Very Poor,,,2
1075,great progress ,Very Poor,,,2
1079,hepassionate networking completes task assigned ease ,Very Poor,,,2
1080,research effort needed understanding mvc architecture ,Very Poor,,,2
1081,coding error innevitable jackson learn deal debugging ,Very Poor,,,2
1082,coding error innevitable sandra expect error working project apps fortunately error debugged ,Very Poor,,,2
1083,please share list literature read shelearned use pyaudioanalysis library ,Very Poor,,,2
1085,research variable condition c ,Very Poor,,,2
1086,joshua kakembo effectively synchronized well team ita pleasure u period internship providedgood evaluation information clientsasked review week effectively efficiently made update mobvet ug web app project well attended vehicle parking management system php mysql joshuaprogress noticeable ,Very Poor,"joshua kakembo, week","joshua kakembo, week",2
1088,jacob walk stratcom training sessionsencourage continue walking itgood health ,Very Poor,,,2
1092,thank shivan please keep spirit interact colleague complete assignment time ,Very Poor,,,2
1093,guided nicholas working different technology using access expose data done quick learner course drf odata endpoint ready implement solution ,Very Poor,,,2
1094,research needed object class ,Very Poor,,,2
1095,mwangi learnt new skillset online collaboration development ,Very Poor,mwangi learnt,mwangi learnt,2
1097,git hub collaborative development area focus apollo week delivered team worked week ,Very Poor,git hub collaborative development area focus,git hub collaborative development area focus,2
1099,devotion effort putting learning process quite impressing please keep going ,Very Poor,,,2
1101,first milestone internship analyzing visualizing first dataset completed analysis used guide creation apito expose visualize data throughweb application team memberslook forward analysis new data shared ,Very Poor,"first, first","first, first",2
1102,thank andrew diligence exhibited first assignmentencourage carry second assignmentwill get touch trevor wrap first assignment conduct user acceptance test ,Very Poor,"andrew diligence, first, second","andrew diligence, first, second",2
1104,great progress share literature read audio generation ,Very Poor,,,2
1106,aim task introduce mr kiyingi approach business development research submitted tender opportunity able submitproposal one havenreceived communication purchaser tender awarded ,Very Poor,"kiyingi approach business development, one","kiyingi approach business development, one",2
1108,mulema obtained knowledge working php sql write simple php script well sql also push code repository deploy remote server ,Very Poor,,,2
1110,development environment challenge late sorted ,Very Poor,,,2
1116,thanks alex effort please interact teamwill expand team next week ,Very Poor,"alex effort, next week","alex effort, next week",2
1117,encourage muyimba continue walking stratcom walking good health ,Very Poor,,,2
1118,rafusanjani obtained knowledge integrating payment intoweb system using mysqli php html j ,Very Poor,rafusanjani,rafusanjani,2
1119,nothing hard complicated doneencourage ian make use internet research backend development ,Very Poor,ian,ian,2
1120,learnt new skill set collaborative development using git hub ,Very Poor,,,2
1121,student presented admin user interface successful ,Very Poor,,,2
1123,great work enumeration datasets let know case issue setting heroku ,Very Poor,,,2
1124,great step setting pontoon focus linking pontoon github project sample string ,Very Poor,,,2
1125,gotgood introduction php learn time ,Very Poor,,,2
1126,namale slowly acquiring knowledge writing real world software solve real work problem process knowing make payment integration mobile money card using simple html j mysqli php learning isprocess ,Very Poor,,,2
1127,derick obtained knowledge making mobile money credit card payment integration sung php html j mysqli ,Very Poor,sung php,sung php,2
1132,mutamba abudi done well first week analyst intern analysing metric companysocial medium platform isself driven young man waysee itworkaholic performed duty assigned first week neatly flaw observed week still lackslittle bit confidence talking tolarge group people glad intern hope grow skill business aswhole internship ,Very Poor,"first week, first week, observed week","first week, first week, observed week",2
1134,using wire integrate credit card andmobile money payment inweb system using mysql php html j ,Very Poor,,,2
1135,bazaale acquired knowledge working ussd sm application also make mobile money card integration web portal ,Very Poor,,,2
1138,clear understanding gprs service ,Very Poor,,,2
1139,discussion service flow went well ,Very Poor,,,2
1140,finished creative work focused networking ,Very Poor,,,2
1141,getting understanding basic concept managed designsimple form ,Very Poor,,,2
1142,managed multiple task assigned balance properly ,Very Poor,,,2
1143,isfast learner asks question doesnunderstand ,Very Poor,,,2
1144,thank kenneth effortsencourage strive towards attaininghigher level consistency punctuality two critical aspect personal discipline greatly contributes success professional keep positive vibe energy ,Very Poor,"kenneth, two","kenneth, two",2
1145,thank racheal effortsencourage mobilise energise team effort everybody sync need bring assignment toclose ,Very Poor,,,2
1146,kaweesi writesimple ussd sm application using africa stalking api also write simple sql command like insert create select order desc asc etc also execute command using php mysqli ,Very Poor,africa,africa,2
1147,indicated progress task assigned intern week 4 reviewed completion acknowledged ,Very Poor,week 4,week 4,2
1148,indicated progress task assigned intern week 4 reviewed completion acknowledged ,Very Poor,week 4,week 4,2
1150,done ,Very Poor,,,2
1151,challenged computer week ,Very Poor,challenged computer week,challenged computer week,2
1153,thank sharifa always embracing leadership attendant challengesencourage take time understand second assignment necessarily codingwebsite extending functionality ofwordpress website way buildingplugin help management company operation onday day basis ,Very Poor,"sharifa, second, onday day","sharifa, second, onday day",2
1156,despite limited time student able accomplish task showed extra interest learning ,Very Poor,,,2
1157,thank walteram interested knowing actual detail task working progress shall discus coming weekstandup meeting ,Very Poor,,,2
1158,thank walter staying course please try detailed particular presenting task accomplished inweek progress good understanding professional development ,Very Poor,walter staying,walter staying,2
1159,thanks ryan reportlittle detail particularity task would improve weekly reportingwill expound coming weekstandup meeting ,Very Poor,weekly,weekly,2
1160,meet 9th august see get youtemporary solution need write clear statement ,Very Poor,9th august,9th august,2
1161,collaborative development area focus week ,Very Poor,,,2
1162,work well donewill expect learn different tool used mtn monitor mobile money ,Very Poor,,,2
1163,done ,Very Poor,,,2
1164,good implementation stored procedure anddesktop environment still improving term using proper design principle ,Very Poor,,,2
1165,take accountability everything done dependable ,Very Poor,,,2
1166,one important part job figuring could problem solve whatever information available understanding error could mean key use documentation also important whydecided let joshua take task without much help good progress made ,Very Poor,one,one,2
1167,little work needed regard communication timely response task generallot archived ,Very Poor,,,2
